"";"Gene symbol";"2_2";"2_3";"2_4"
"290";"NT5E";-0,64363503633131;-0,494829945750515;-0,493635413622003
"291";"CAPN5";0,230983451557582;0,179342808937208;0,642339411968904
"292";"XLOC_l2_014645";-0,148659323827263;0,00901732872453076;0,520455602309862
"293";"HDDC2";-0,355010680522424;-0,705454701319907;-0,346243728875834
"294";"SLC29A1";-0,628856043314543;-0,145291361753683;-0,37058655015524
"295";"AHSA1";-0,729792017973704;-0,219805257652106;-0,554201376690611
"296";"WTAP";0,553991920816368;-0,0500397147562222;0,597204141704833
"297";"NOB1";-0,358214412671504;-0,643570062083108;-0,310393957394138
"298";"PTTG2";-0,826586227327686;-1,09085381186211;-0,692183934279618
"299";"MAP2K4";0,0949506008892241;-0,641274895851714;0,0292883357191484
"300";"RASA4B";0,840466098881174;0,0242584127245848;0,392403975683117
"301";"TMEM97";-0,670090959603496;-0,36558992983299;-0,730662413573175
"302";"DLX5";0,945403422887484;0,0598681468695017;0,608500195148404
"303";"EIF1B-AS1";0,66221644185207;0,0216746291374057;0,250389683338758
"304";"STK24";-0,415234914837844;-0,127139080053868;-0,913124592879933
"305";"SNORD11";-0,534480332435436;-0,163558883447539;-0,61407708274158
"306";"SYTL1";-1,05264570802797;-0,838765336465049;-1,03145501410614
"307";"FADS1";0,439016795868844;0,611195768631686;0,872932704279273
"308";"C12orf29";-0,423649652880916;-0,672592764606556;-0,533081397811331
"309";"LCMT1";-0,104576254884112;-0,506874626109878;-0,0160890500108305
"310";"lnc-NACA2-1";0,39421810240132;-0,00311158337093476;0,542496446366215
"311";"PCDHB8";0,710100744340293;0,0956591262029063;0,775552379505945
"312";"USP1";-0,943484397751758;-0,834098614030989;-0,631826868809367
"313";"CNNM4";-0,416484049289085;-0,610945839848413;-0,399638213428068
"314";"MAT2A";-0,496290158732959;-0,946982053415669;-0,795116340382712
"315";"TRIM25";-0,348155016864711;-0,67845637627552;-0,268011587736488
"316";"CORO2A";0,737778733943801;0,0707443283796545;0,229976105571412
"317";"TMEM216";0,63352409907999;0,0814164990876236;0,65248522922383
"318";"AMIGO2";-0,753610172033927;-0,378582797896459;-0,437060586900233
"319";"TUFT1";-1,26945332654577;-0,472526892903524;-1,12806348427141
"320";"lnc-NPBWR1-1";1,09398666984155;0,13678354873573;0,817457596447837
"321";"FAM27E2";-0,700172402006665;-0,751635104957727;-0,415455185176571
"322";"MYOF";0,382669023357301;0,751319266297507;0,0576258955670327
"323";"GSTP1";0,341808678349864;0,552088562406591;0,318314796553048
"324";"IARS";-0,746075176110423;0,207508305037025;-0,817947243050233
"325";"DDX28";-0,23614422116218;-0,528668288653798;-0,0622364287116938
"326";"SPANXB1";0,527436906937153;0,0177796274072355;0,54397058755845
"327";"CRHBP";0,578435273729871;0,0233802333316553;0,448308334986873
"328";"ERV3-1";0,779518038863947;0,0778720916517859;1,02059758126165
"329";"MSC";-0,940744791976055;-0,720828058289966;-0,820777027384979
"330";"SNORA75";-0,64037588437996;-0,0384955524289667;-0,371130407603546
"331";"LOC101927056";0,388841774939207;-0,0495331238271182;0,55589540398081
"332";"MFAP4";1,44706825379532;1,49832199945465;1,3446391973246
"333";"lnc-MEGF10-1";0,133942368627087;-0,189047321813763;0,67742958558962
"334";"YWHAQ";-0,345773687797313;-0,675098710569287;-0,598530158918809
"335";"HNRNPA1L2";0,791454066212259;-0,811602147961271;0,615282666739823
"336";"BANF1";-0,517874235574556;-0,125586476529816;-0,348980965897204
"337";"MITF";1,08427188785438;0,248428576212344;0,577526926347896
"338";"DHX36";-0,423236803297634;-0,43045928114946;-0,51348222728396
"339";"LAMA3";1,05340864051941;0,317048467694165;1,21648416758862
"340";"P2RY1";0,471293287380216;-0,0665295328486;0,536194920087317
"341";"RECQL4";-0,861557926677605;-1,28909155100035;-0,694960904569844
"342";"C1orf159";-0,605005206954331;-0,176836425304001;-0,383644112846472
"343";"ATP7A";1,41040205340939;0,141701805096266;1,17554616804647
"344";"GPRC5B";0,720895018654609;0,177278504633724;0,560272184172389
"345";"PMF1";-0,282733198872223;-0,625524574024176;-0,12833964532806
"346";"APOBEC3F";-0,600602906725201;-0,0692987573379744;-0,0427666548468024
"347";"RAD51C";-0,497383305269308;-0,66305933738554;-0,415347588075712
"348";"FOXK1";-0,43652034040039;-0,0268613266068227;-0,537425569680371
"349";"NDUFAF4";-0,565481386833089;-0,691267122611178;-0,539546570180305
"350";"OR52N5";0,000744790028938347;0,0105646075994708;0,513212099570434
"351";"PTTG3P";-0,502491727727235;-0,0557159412279109;-0,567945283082561
"352";"OCIAD2";-0,0860979417257514;0,567960747418943;-0,144886237089917
"353";"KIAA1143";0,369878802669666;-0,652386976431409;0,399580671616025
"354";"HSPA13";-0,33243173977094;-0,517957201705229;-0,24505356971205
"355";"CDK2";-0,619574408630463;-0,142150145190884;-0,404126656815316
"356";"lnc-TRAPPC11-2";-0,00233142601497327;-0,00606758538791796;0,619563898699
"357";"AARS";-0,24729512438392;-0,958127606097698;-0,543253444557671
"358";"DPYSL3";0,494093605286305;-0,507729659620168;0,0652465825868097
"359";"THBS3";0,951273033785017;0,0742486005960821;0,615836976390049
"360";"YWHAB";0,249625374858498;0,529643750615306;0,282187909911032
"361";"LDOC1L";-0,247683025052127;-0,517431059716557;-0,58055678972066
"362";"RPSAP58";-0,0797339647501163;0,539504222849511;-0,210338717495661
"363";"SFI1";-0,401053040929221;-0,558723770177689;-0,191179143965746
"364";"LDHA";-0,813093511584075;-0,497692712141086;-0,806640078314501
"365";"CMTM7";-0,659752141274071;-0,0895821278435784;-0,209050337460083
"366";"NSMCE4A";-0,576423837987906;-0,546649631321146;-0,603077220053704
"367";"XLOC_l2_014711";-0,316131917560621;-0,694993435448277;-0,474615128959042
"368";"HSPG2";0,605411563175471;0,48100400594315;0,957876693522844
"369";"STARD5";0,780078272535207;0,123270510743634;0,347117863895256
"370";"TCEB3";-0,235912307012066;-0,526289531857891;-0,383085044633638
"371";"FAIM";0,0211416685901829;-0,598452175422352;-0,455370243169648
"372";"lnc-FKBP2-1";-0,414446609640348;-0,996943717175357;-0,310671906573173
"373";"ADRA1B";0,367674608529718;0,0971757635894357;0,758954400819225
"374";"lnc-LRRIQ1-1";0,909370990948408;-0,140427960029788;0,902920365978066
"375";"APOLD1";0,224833255121535;-0,0100473728246504;0,702290655954419
"376";"lnc-HIST2H2AA3-1";0,497193422983563;0,106275832385506;0,775306244074414
"377";"ADCY9";0,746155252997555;0,128161290171781;0,626590640787114
"378";"NDRG2";0,736320708879027;0,0827444026143729;1,04958788179422
"379";"ADAM15";-0,616623231138638;-0,25452511466351;-0,314253194302963
