,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
ENST00000396948,0,-1,-1,-1,-1,1,0,0
ENST00000496559,0,-1,-1,-1,-1,0,0,0
ENST00000606973,0,-1,-1,-1,-1,0,0,0
ENST00000354666,-1,-1,-1,-1,-1,0,0,0
ENST00000264037,0,-1,-1,-1,-1,0,0,0
ENST00000261461,0,-1,-1,-1,-1,0,0,0
ENST00000495195,0,-1,-1,-1,-1,1,0,1
ENST00000552188,0,-1,-1,-1,-1,0,0,0
ENST00000587671,0,-1,-1,-1,-1,0,0,0
ENST00000221930,0,-1,-1,-1,-1,0,0,0
ENST00000397807,0,-1,-1,-1,-1,0,0,0
ENST00000529794,0,-1,-1,-1,-1,0,0,0
ENST00000445363,0,-1,-1,-1,-1,0,0,-1
ENST00000435360,-1,-1,-1,-1,-1,0,0,0
ENST00000440227,0,-1,-1,-1,-1,0,0,0
ENST00000560912,1,-1,-1,-1,-1,-1,-1,0
ENST00000460876,0,-1,-1,-1,-1,0,0,0
ENST00000543639,-1,-1,-1,-1,-1,0,0,0
ENST00000348462,1,-1,-1,-1,-1,0,0,0
ENST00000389425,0,-1,-1,-1,-1,0,0,0
ENST00000589085,0,-1,-1,-1,-1,0,-1,0
ENST00000405460,0,-1,-1,-1,-1,0,0,0
ENST00000617517,1,-1,-1,-1,-1,0,0,0
ENST00000315366,1,-1,-1,-1,-1,0,0,0
ENST00000482370,0,-1,-1,-1,-1,0,1,0
ENST00000476918,0,-1,-1,-1,-1,0,0,0
ENST00000485470,0,-1,-1,-1,-1,0,0,0
ENST00000542248,0,-1,-1,-1,-1,0,0,0
ENST00000331203,0,-1,-1,-1,-1,0,0,0
ENST00000399165,-1,-1,-1,-1,-1,0,0,0
ENST00000515363,0,-1,-1,-1,-1,0,0,0
ENST00000570105,0,-1,-1,-1,-1,0,0,0
ENST00000513623,0,-1,-1,-1,-1,0,0,0
ENST00000216117,1,-1,-1,-1,-1,0,-1,-1
ENST00000469878,0,-1,-1,-1,-1,0,0,0
ENST00000514080,0,-1,-1,-1,-1,0,0,0
ENST00000299130,0,-1,-1,-1,-1,0,0,0
ENST00000343036,0,-1,-1,-1,-1,0,0,0
ENST00000344980,0,-1,-1,-1,-1,0,0,0
ENST00000583046,0,-1,-1,-1,-1,0,0,0
ENST00000239223,0,-1,-1,-1,-1,0,0,0
ENST00000281156,0,-1,-1,-1,-1,0,0,0
ENST00000300434,-1,-1,-1,-1,-1,0,0,0
ENST00000521597,1,-1,-1,-1,-1,0,0,0
ENST00000569193,0,-1,-1,-1,-1,-1,-1,0
ENST00000455703,0,-1,-1,-1,-1,0,0,0
ENST00000433637,0,-1,-1,-1,-1,0,0,0
ENST00000488500,0,-1,-1,-1,-1,0,0,-1
ENST00000336440,1,-1,-1,-1,-1,0,0,0
ENST00000366795,1,-1,-1,-1,-1,0,0,0
ENST00000396131,0,-1,-1,-1,-1,0,0,0
ENST00000434703,0,-1,-1,-1,-1,0,0,0
ENST00000492720,0,-1,-1,-1,-1,0,0,0
ENST00000336374,0,-1,-1,-1,-1,0,0,0
ENST00000617581,0,-1,-1,-1,-1,0,0,0
ENST00000278559,-1,-1,-1,-1,-1,0,0,1
ENST00000472161,0,-1,-1,-1,-1,0,-1,0
ENST00000375651,0,-1,-1,-1,-1,0,0,0
ENST00000457157,0,-1,-1,-1,-1,0,0,0
ENST00000243918,0,-1,-1,-1,-1,0,0,0
ENST00000336926,0,-1,-1,-1,-1,0,0,0
ENST00000382788,0,-1,-1,-1,-1,0,0,0
ENST00000222598,0,-1,-1,-1,-1,1,0,1
ENST00000239444,-1,-1,-1,-1,-1,1,0,1
ENST00000616656,0,-1,-1,-1,-1,0,0,0
ENST00000568701,0,-1,-1,-1,-1,1,0,1
ENST00000572790,0,-1,-1,-1,-1,0,0,0
ENST00000469435,0,-1,-1,-1,-1,0,0,0
ENST00000223864,0,-1,-1,-1,-1,0,0,0
ENST00000540033,0,-1,-1,-1,-1,0,0,0
ENST00000566668,0,-1,-1,-1,-1,0,0,0
ENST00000507485,0,-1,-1,-1,-1,0,0,0
ENST00000552957,-1,-1,-1,-1,-1,0,0,0
ENST00000380321,0,-1,-1,-1,-1,0,0,0
ENST00000451023,-1,-1,-1,-1,-1,1,0,0
ENST00000430024,0,-1,-1,-1,-1,0,0,0
ENST00000478358,0,-1,-1,-1,-1,0,0,0
ENST00000228434,0,-1,-1,-1,-1,0,0,0
ENST00000368585,0,-1,-1,-1,-1,0,0,0
ENST00000264893,-1,-1,-1,-1,-1,0,0,0
ENST00000528655,0,-1,-1,-1,-1,0,0,1
ENST00000355946,0,-1,-1,-1,-1,-1,-1,-1
ENST00000496009,0,-1,-1,-1,-1,0,0,0
ENST00000276055,0,-1,-1,-1,-1,0,0,0
ENST00000334785,0,-1,-1,-1,-1,0,0,0
ENST00000367084,0,-1,-1,-1,-1,0,0,0
ENST00000527853,0,-1,-1,-1,-1,0,1,0
ENST00000380880,0,-1,-1,-1,-1,0,0,0
ENST00000411884,0,-1,-1,-1,-1,0,0,0
ENST00000398740,1,-1,-1,-1,-1,0,1,0
ENST00000288168,0,-1,-1,-1,-1,0,0,0
ENST00000376414,0,-1,-1,-1,-1,0,0,0
ENST00000526627,0,-1,-1,-1,-1,0,0,0
ENST00000557399,0,-1,-1,-1,-1,0,0,0
ENST00000573505,0,-1,-1,-1,-1,0,0,0
ENST00000376363,1,-1,-1,-1,-1,0,0,0
ENST00000595905,0,-1,-1,-1,-1,0,0,0
ENST00000334475,1,-1,-1,-1,-1,0,0,0
ENST00000579944,0,-1,-1,-1,-1,0,0,0
ENST00000423096,1,-1,-1,-1,-1,0,0,0
ENST00000422996,-1,-1,-1,-1,-1,0,0,0
ENST00000338488,0,-1,-1,-1,-1,0,0,0
ENST00000588562,0,-1,-1,-1,-1,0,0,0
ENST00000449772,0,-1,-1,-1,-1,0,0,0
ENST00000482584,0,-1,-1,-1,-1,0,0,0
ENST00000456185,1,-1,-1,-1,-1,0,0,0
ENST00000493639,0,-1,-1,-1,-1,0,0,0
ENST00000457157,1,-1,-1,-1,-1,0,0,0
ENST00000543521,-1,-1,-1,-1,-1,0,0,0
