,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
ENST00000375031,1,1,1,1,1,-1,-1,-1
ENST00000610809,1,1,1,1,1,0,0,0
ENST00000497044,1,1,1,1,1,0,0,0
ENST00000310227,1,1,1,1,1,0,0,0
ENST00000575882,1,1,1,1,1,-1,0,-1
ENST00000544769,1,1,1,1,1,0,0,0
ENST00000324559,1,1,1,1,1,0,0,0
ENST00000319363,1,1,1,1,1,0,0,0
ENST00000451188,1,1,1,1,1,0,0,0
ENST00000157600,1,1,1,1,1,0,0,0
ENST00000496786,1,1,1,1,1,0,0,0
ENST00000541995,1,1,1,1,1,0,0,0
ENST00000466183,1,1,1,1,1,0,0,0
ENST00000374566,1,1,1,1,1,0,0,0
ENST00000622710,1,1,1,1,1,1,0,1
ENST00000619926,1,1,1,1,1,0,0,0
ENST00000425042,1,1,1,1,1,0,0,0
ENST00000296238,1,1,1,1,1,0,0,0
ENST00000238936,1,1,1,1,1,1,0,1
ENST00000555369,1,1,1,1,1,0,0,0
ENST00000485972,1,1,1,1,1,0,0,0
ENST00000497977,1,1,1,1,1,0,0,0
ENST00000616978,1,1,1,1,1,0,0,0
ENST00000308906,1,1,1,1,1,0,0,0
ENST00000520298,1,1,1,1,1,0,0,0
ENST00000617961,1,1,1,1,1,-1,-1,-1
ENST00000409192,1,1,1,1,1,0,0,0
ENST00000398622,1,1,1,1,1,0,0,0
ENST00000373279,1,1,1,1,1,0,0,0
ENST00000381962,1,1,1,1,1,-1,-1,-1
ENST00000322128,1,1,1,1,1,0,0,0
ENST00000460409,1,1,1,1,1,0,0,0
ENST00000561981,1,1,1,1,1,0,0,0
ENST00000278947,1,1,1,1,1,0,0,0
ENST00000505626,1,1,1,1,1,0,0,0
ENST00000425202,1,1,1,1,1,0,0,0
ENST00000328306,1,1,1,1,1,1,0,1
ENST00000396505,1,1,1,1,1,0,0,-1
ENST00000566942,1,1,1,1,1,0,0,0
ENST00000610060,1,1,1,1,1,0,0,0
ENST00000374314,1,1,1,1,1,0,0,0
ENST00000375556,1,1,1,1,1,0,0,0
ENST00000616440,1,1,1,1,1,0,0,0
ENST00000498745,1,1,1,1,1,0,0,0
ENST00000373517,1,1,1,1,1,0,0,0
ENST00000378619,1,1,1,1,1,1,0,1
ENST00000461013,1,1,1,1,1,0,0,0
ENST00000542748,1,1,1,1,1,0,0,0
ENST00000222747,1,1,1,1,1,0,0,0
ENST00000253109,1,1,1,1,1,0,0,0
ENST00000530576,1,1,1,1,1,0,0,0
ENST00000397463,1,1,1,1,1,0,0,0
ENST00000598398,1,1,1,1,1,0,0,0
ENST00000392770,1,1,1,1,1,0,0,0
ENST00000389418,1,1,1,1,1,0,0,0
ENST00000217182,1,1,1,1,1,0,0,0
ENST00000307630,1,1,1,1,1,0,0,0
ENST00000380421,1,1,1,1,1,0,-1,0
ENST00000620693,1,1,1,1,1,0,0,0
ENST00000448504,1,1,1,1,1,-1,0,0
ENST00000398389,1,1,1,1,1,-1,0,0
ENST00000397909,1,1,1,1,1,0,0,0
ENST00000372583,1,1,1,1,1,0,0,0
ENST00000472501,1,1,1,1,1,0,1,0
ENST00000372851,1,1,1,1,1,0,0,0
ENST00000496149,1,1,1,1,1,0,0,0
ENST00000248244,1,1,1,1,1,0,0,0
ENST00000378133,1,1,1,1,1,0,0,0
ENST00000369780,1,1,1,1,1,0,0,0
ENST00000301825,1,1,1,1,1,0,0,0
ENST00000357081,1,1,1,1,1,0,0,0
ENST00000296755,1,1,1,1,1,0,-1,0
ENST00000345378,1,1,1,1,1,1,0,1
ENST00000369705,1,1,1,1,1,0,0,0
ENST00000374291,1,1,1,1,1,-1,-1,-1
ENST00000376854,1,1,1,1,1,-1,0,-1
ENST00000478951,1,1,1,1,1,0,0,0
ENST00000484928,1,1,1,1,1,0,0,0
ENST00000560491,1,1,1,1,1,0,0,0
ENST00000264977,1,1,1,1,1,0,0,0
ENST00000433730,1,1,1,1,1,0,0,0
ENST00000215906,1,1,1,1,1,0,0,0
ENST00000361875,1,1,1,1,1,1,0,1
ENST00000486685,1,1,1,1,1,0,0,0
ENST00000341420,1,1,1,1,1,0,0,0
ENST00000498745,1,1,1,1,1,0,0,0
ENST00000331113,1,1,1,1,1,0,0,0
ENST00000422497,1,1,1,1,1,0,-1,0
ENST00000319231,1,1,1,1,1,0,0,0
ENST00000257359,1,1,1,1,1,0,0,0
ENST00000403903,1,1,1,1,1,0,0,0
ENST00000308748,1,1,1,1,1,0,0,1
ENST00000582154,1,1,1,1,1,0,0,0
ENST00000262067,1,1,1,1,1,0,0,0
ENST00000377159,1,1,1,1,1,0,0,0
ENST00000319363,1,1,1,1,1,0,0,0
ENST00000319363,1,1,1,1,1,0,0,0
ENST00000341772,1,1,1,1,1,0,0,0
ENST00000284240,1,1,1,1,1,0,0,0
ENST00000393079,1,1,1,1,1,-1,0,-1
ENST00000368281,1,1,1,1,1,0,0,0
ENST00000533673,1,1,1,1,1,0,0,0
ENST00000442796,1,1,1,1,1,0,0,0
