,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
NM_017770,-1,-1,-1,-1,-1,0,0,0
NM_001242376,-1,-1,-1,-1,-1,0,0,0
NM_001198542,-1,-1,-1,-1,-1,0,0,0
NM_001130159,-1,-1,-1,-1,-1,0,0,0
NM_001035254,-1,-1,-1,-1,-1,0,0,0
NM_199235,-1,-1,-1,-1,-1,0,0,0
NR_026731,-1,-1,-1,-1,-1,0,0,0
NM_004055,-1,-1,-1,-1,-1,0,0,1
NM_004126,-1,-1,-1,-1,-1,0,0,0
NM_019120,-1,-1,-1,-1,-1,1,0,1
NM_018249,-1,-1,-1,-1,-1,0,0,0
NR_026732,-1,-1,-1,-1,-1,0,0,0
NM_018243,-1,-1,-1,-1,-1,0,0,0
NM_000612,-1,-1,-1,-1,-1,0,0,0
NR_109909,-1,-1,-1,-1,-1,0,0,0
NM_001270974,-1,-1,-1,-1,-1,0,0,0
NR_038434,-1,-1,-1,-1,-1,0,0,0
NR_015447,-1,-1,-1,-1,-1,1,0,1
NM_005276,-1,-1,-1,-1,-1,0,0,0
NM_014112,-1,-1,-1,-1,-1,1,0,0
NM_002249,-1,-1,-1,-1,-1,0,0,0
NM_001259,-1,-1,-1,-1,-1,0,0,0
NM_013257,-1,-1,-1,-1,-1,0,0,0
NM_001177388,-1,-1,-1,-1,-1,0,0,0
NM_001200001,-1,-1,-1,-1,-1,0,0,0
NM_000329,-1,-1,-1,-1,-1,0,0,0
NM_001190972,-1,-1,-1,-1,-1,-1,0,-1
NM_152722,-1,-1,-1,-1,-1,0,0,0
NM_032446,-1,-1,-1,-1,-1,0,0,0
NM_006477,-1,-1,-1,-1,-1,0,0,0
NM_152709,-1,-1,-1,-1,-1,0,0,0
NM_001546,-1,-1,-1,-1,-1,0,0,0
XR_428495,-1,-1,-1,-1,-1,0,0,0
NM_170677,-1,-1,-1,-1,-1,1,0,0
NM_007048,-1,-1,-1,-1,-1,0,0,0
NM_006106,-1,-1,-1,-1,-1,0,-1,0
NM_003986,-1,-1,-1,-1,-1,0,0,0
NM_025130,-1,-1,-1,-1,-1,-1,0,0
XR_111668,-1,-1,-1,-1,-1,0,0,0
NR_038434,-1,-1,-1,-1,-1,0,0,0
NM_006895,-1,-1,-1,-1,-1,0,0,0
NM_001300824,-1,-1,-1,-1,-1,0,0,0
NM_002048,-1,-1,-1,-1,-1,1,0,0
NM_001170,-1,-1,-1,-1,-1,0,0,0
NM_001243137,-1,-1,-1,-1,-1,0,0,0
NM_145038,-1,-1,-1,-1,-1,0,0,0
NR_125359,-1,-1,-1,-1,-1,0,0,1
NM_152432,-1,-1,-1,-1,-1,1,0,1
NR_038962,-1,-1,-1,-1,-1,0,0,0
NM_173688,-1,-1,-1,-1,-1,0,0,0
NM_005259,-1,-1,-1,-1,-1,0,0,0
NM_032040,-1,-1,-1,-1,-1,0,0,0
NR_125872,-1,-1,-1,-1,-1,0,0,0
NM_015101,-1,-1,-1,-1,-1,0,0,0
NM_004673,-1,-1,-1,-1,-1,0,0,0
NM_001004298,-1,-1,-1,-1,-1,0,0,1
NM_022114,-1,-1,-1,-1,-1,0,0,0
XR_109967,-1,-1,-1,-1,-1,0,0,0
NM_017577,-1,-1,-1,-1,-1,0,0,0
NR_015440,-1,-1,-1,-1,-1,0,0,0
NM_006169,-1,-1,-1,-1,-1,0,0,0
NM_016121,-1,-1,-1,-1,-1,0,0,0
NM_007368,-1,-1,-1,-1,-1,0,0,0
NR_109989,-1,-1,-1,-1,-1,0,0,1
NM_001454,-1,-1,-1,-1,-1,0,0,0
NM_032040,-1,-1,-1,-1,-1,0,0,0
NM_012261,-1,-1,-1,-1,-1,0,0,0
XR_247293,-1,-1,-1,-1,-1,1,0,1
NM_174938,-1,-1,-1,-1,-1,0,0,0
NM_024843,-1,-1,-1,-1,-1,0,1,0
NM_152423,-1,-1,-1,-1,-1,0,0,0
NM_006751,-1,-1,-1,-1,-1,0,0,0
XR_246408,-1,-1,-1,-1,-1,0,0,0
NM_152772,-1,-1,-1,-1,-1,0,0,0
NR_024371,-1,-1,-1,-1,-1,0,0,0
NM_002145,-1,-1,-1,-1,-1,0,0,0
NM_001164554,-1,-1,-1,-1,-1,0,0,-1
NR_024376,-1,-1,-1,-1,-1,0,0,0
NM_005346,-1,-1,-1,-1,-1,0,-1,-1
NM_004098,-1,-1,-1,-1,-1,0,0,0
NM_013269,-1,-1,-1,-1,-1,0,0,0
XM_006716899,-1,-1,-1,-1,-1,0,0,0
NR_027791,-1,-1,-1,-1,-1,0,0,0
NM_002594,-1,-1,-1,-1,-1,0,0,0
NM_182966,-1,-1,-1,-1,-1,0,0,0
NM_012253,-1,-1,-1,-1,-1,0,0,0
NR_120392,-1,-1,-1,-1,-1,0,0,0
NM_025153,-1,-1,-1,-1,-1,0,0,0
NM_001243770,-1,-1,-1,-1,-1,0,0,0
NM_133468,-1,-1,-1,-1,-1,1,0,1
NM_005460,-1,-1,-1,-1,-1,0,0,0
NM_020860,-1,-1,-1,-1,-1,0,0,0
NR_036539,-1,-1,-1,-1,-1,0,0,1
NM_001166696,-1,-1,-1,-1,-1,0,0,0
XR_430257,-1,-1,-1,-1,-1,0,0,0
NM_152722,-1,-1,-1,-1,-1,0,0,0
NR_034147,-1,-1,-1,-1,-1,1,0,1
NM_001277115,-1,-1,-1,-1,-1,0,0,0
