,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
NM_152479,0,1,1,1,1,0,0,0
NM_000107,0,1,1,1,1,0,0,0
NM_001080395,-1,1,1,1,1,1,0,0
NM_001033045,0,1,1,1,1,0,0,1
NM_014290,0,1,1,1,1,0,0,0
NM_002413,0,1,1,1,1,1,0,1
NM_001015001,-1,1,1,1,1,0,0,0
NM_014020,1,1,1,1,1,0,0,0
NM_001288819,0,1,1,1,1,0,0,0
NM_001103161,1,1,1,1,1,-1,-1,-1
NM_000057,-1,1,1,1,1,-1,0,-1
NR_022010,0,1,1,1,1,0,0,0
NM_007148,0,1,1,1,1,1,1,1
NM_004263,1,1,1,1,1,0,0,0
NR_125733,-1,1,1,1,1,0,0,0
NM_182526,-1,1,1,1,1,1,0,1
NM_001029859,0,1,1,1,1,0,0,0
NM_005694,0,1,1,1,1,0,0,0
NM_032880,-1,1,1,1,1,0,0,0
NM_012241,0,1,1,1,1,0,0,0
NM_024034,0,1,1,1,1,1,0,1
NM_182848,0,1,1,1,1,0,0,0
NR_033957,1,1,1,1,1,0,0,0
NM_017436,0,1,1,1,1,0,0,1
NM_001286680,0,1,1,1,1,0,0,0
NM_012294,-1,1,1,1,1,0,0,0
NM_130469,-1,1,1,1,1,0,0,0
NM_133263,-1,1,1,1,1,0,0,0
NM_001145191,0,1,1,1,1,0,0,0
NM_024734,0,1,1,1,1,0,0,0
NR_033748,-1,1,1,1,1,0,0,0
NM_014693,1,1,1,1,1,0,0,0
NM_018330,1,1,1,1,1,0,0,0
NR_002951,0,1,1,1,1,0,0,0
NR_027005,0,1,1,1,1,0,0,0
NM_005855,0,1,1,1,1,0,0,0
NR_001290,1,1,1,1,1,1,0,1
NM_002196,1,1,1,1,1,0,0,0
NM_005486,1,1,1,1,1,-1,0,-1
NM_014368,0,1,1,1,1,0,0,0
NM_015285,0,1,1,1,1,1,0,0
NM_006054,0,1,1,1,1,0,0,0
NM_001873,-1,1,1,1,1,1,0,1
NM_032298,1,1,1,1,1,0,0,0
NM_001014797,0,1,1,1,1,0,0,0
NM_001040153,-1,1,1,1,1,0,0,0
NM_003274,0,1,1,1,1,0,0,0
NM_001159531,-1,1,1,1,1,0,0,0
NM_052904,-1,1,1,1,1,0,0,0
NM_001170820,-1,1,1,1,1,0,0,0
NM_000851,0,1,1,1,1,1,0,0
NM_017836,0,1,1,1,1,0,0,0
NM_020798,0,1,1,1,1,0,0,0
NM_213599,1,1,1,1,1,0,0,0
NM_016063,0,1,1,1,1,0,-1,0
NM_001078177,0,1,1,1,1,-1,0,0
NM_014339,1,1,1,1,1,0,0,0
NM_000147,0,1,1,1,1,0,0,0
NM_018988,-1,1,1,1,1,0,0,0
NM_001137560,1,1,1,1,1,0,0,0
NM_014936,0,1,1,1,1,0,0,0
NM_033256,0,1,1,1,1,0,0,0
NM_003389,0,1,1,1,1,1,0,0
NM_001173990,0,1,1,1,1,1,0,1
NM_021572,-1,1,1,1,1,0,0,0
NM_003947,-1,1,1,1,1,0,0,0
NM_182985,0,1,1,1,1,0,0,0
NM_001080410,0,1,1,1,1,0,0,0
NM_002025,0,1,1,1,1,0,0,0
NM_004260,0,1,1,1,1,-1,-1,-1
NM_001127192,0,1,1,1,1,0,0,0
NM_019849,0,1,1,1,1,0,0,0
NM_014583,1,1,1,1,1,0,0,0
NM_052886,0,1,1,1,1,0,0,0
NM_130773,-1,1,1,1,1,0,0,0
NM_173647,0,1,1,1,1,0,0,0
NM_005923,0,1,1,1,1,0,0,0
NM_007029,-1,1,1,1,1,0,0,0
NM_001291937,-1,1,1,1,1,0,0,0
NM_002093,0,1,1,1,1,0,0,0
NM_203400,0,1,1,1,1,0,0,0
NM_199461,-1,1,1,1,1,1,0,1
NM_001173476,1,1,1,1,1,0,0,0
NM_021197,-1,1,1,1,1,0,0,0
NM_020862,0,1,1,1,1,0,0,0
NM_001194958,-1,1,1,1,1,0,0,0
NM_021808,1,1,1,1,1,0,0,0
NM_014369,0,1,1,1,1,0,0,0
NM_178868,0,1,1,1,1,0,0,0
NR_003214,1,1,1,1,1,0,0,0
NM_013373,0,1,1,1,1,0,0,0
NM_001030059,-1,1,1,1,1,0,0,0
NM_003268,0,1,1,1,1,0,0,0
NM_016134,-1,1,1,1,1,1,0,0
NM_024571,1,1,1,1,1,0,0,0
NM_001001342,0,1,1,1,1,0,0,0
NM_000062,-1,1,1,1,1,0,0,0
NM_001080425,0,1,1,1,1,-1,0,-1
NM_144974,0,1,1,1,1,0,0,0
NM_000097,0,1,1,1,1,0,0,0
NM_145236,-1,1,1,1,1,0,0,0
NM_000411,0,1,1,1,1,0,0,0
NM_017882,0,1,1,1,1,0,0,0
NM_201262,0,1,1,1,1,0,0,-1
NM_022165,0,1,1,1,1,0,0,0
NM_022912,0,1,1,1,1,0,0,0
NM_019114,1,1,1,1,1,0,0,0
NR_033378,-1,1,1,1,1,0,0,0
NM_001195520,1,1,1,1,1,1,0,1
NM_012168,-1,1,1,1,1,0,0,0
NM_000062,0,1,1,1,1,0,0,-1
NM_012250,0,1,1,1,1,0,0,0
NM_001176,0,1,1,1,1,0,0,0
NM_001040108,0,1,1,1,1,0,0,0
NM_019859,0,1,1,1,1,0,0,0
NM_021937,0,1,1,1,1,0,0,0
NM_020431,-1,1,1,1,1,0,0,0
NM_018667,-1,1,1,1,1,-1,0,-1
NM_133489,0,1,1,1,1,0,0,0
NR_104326,1,1,1,1,1,1,0,1
NM_001671,1,1,1,1,1,0,0,0
NR_024129,0,1,1,1,1,0,0,0
NM_000053,0,1,1,1,1,0,0,0
NM_001038628,0,1,1,1,1,0,0,0
NM_032339,0,1,1,1,1,0,0,0
NM_199000,-1,1,1,1,1,0,0,0
NR_036533,0,1,1,1,1,1,0,1
NM_001012338,-1,1,1,1,1,0,0,0
NM_172004,0,1,1,1,1,0,0,0
NM_033064,0,1,1,1,1,0,0,0
NM_001243657,0,1,1,1,1,1,0,1
NM_015247,0,1,1,1,1,0,0,0
NM_181747,0,1,1,1,1,0,0,0
NM_003957,0,1,1,1,1,0,0,0
NM_006500,0,1,1,1,1,0,0,0
NM_032195,0,1,1,1,1,0,0,0
NM_001205281,0,1,1,1,1,0,0,0
NM_182755,0,1,1,1,1,0,0,0
NM_001004196,0,1,1,1,1,0,0,0
NM_030630,1,1,1,1,1,0,0,0
NM_006569,0,1,1,1,1,0,0,0
NM_182847,-1,1,1,1,1,0,0,0
NM_006818,0,1,1,1,1,0,0,0
NM_198968,0,1,1,1,1,1,0,1
NM_004263,1,1,1,1,1,0,0,0
NM_173662,-1,1,1,1,1,0,0,0
NM_031896,0,1,1,1,1,0,0,0
NR_122124,0,1,1,1,1,1,0,1
XM_006723951,0,1,1,1,1,1,0,1
NM_006216,-1,1,1,1,1,0,0,0
NM_016203,0,1,1,1,1,0,-1,0
NM_003020,0,1,1,1,1,-1,-1,-1
NM_020416,0,1,1,1,1,0,0,0
NM_033259,1,1,1,1,1,0,0,0
NM_006454,0,1,1,1,1,1,0,1
NM_017881,0,1,1,1,1,0,0,0
NM_024701,-1,1,1,1,1,0,0,0
NR_015401,0,1,1,1,1,0,0,0
NM_024963,1,1,1,1,1,0,0,0
NM_014721,-1,1,1,1,1,0,0,0
NM_016321,0,1,1,1,1,0,0,0
NM_054027,0,1,1,1,1,0,0,0
NM_015020,0,1,1,1,1,0,0,0
NM_054110,-1,1,1,1,1,1,0,1
NR_003287,0,1,1,1,1,1,1,1
NM_004389,0,1,1,1,1,0,0,0
NM_024789,1,1,1,1,1,1,0,1
NM_001099652,1,1,1,1,1,0,0,0
NM_004935,1,1,1,1,1,0,0,0
NM_004984,0,1,1,1,1,0,0,0
NM_001030060,-1,1,1,1,1,0,0,0
NM_002744,-1,1,1,1,1,0,0,0
NM_001127258,-1,1,1,1,1,0,0,0
NM_016006,0,1,1,1,1,0,-1,0
NM_001042610,-1,1,1,1,1,0,0,0
NM_015133,0,1,1,1,1,0,0,0
NM_002846,1,1,1,1,1,0,0,0
NM_138731,0,1,1,1,1,0,0,0
NM_178839,-1,1,1,1,1,0,0,0
NM_001830,-1,1,1,1,1,1,0,1
NM_001199752,0,1,1,1,1,1,0,0
NM_020818,0,1,1,1,1,0,0,0
NM_001184,0,1,1,1,1,0,-1,0
NR_002954,-1,1,1,1,1,0,0,0
NM_032731,0,1,1,1,1,0,0,0
NM_001029,0,1,1,1,1,0,1,1
NM_004093,0,1,1,1,1,-1,-1,0
NM_012250,0,1,1,1,1,0,0,0
NM_020792,0,1,1,1,1,0,0,0
NM_182687,0,1,1,1,1,-1,-1,-1
NM_001275,0,1,1,1,1,0,0,0
NM_001015001,0,1,1,1,1,0,0,0
NM_001005915,0,1,1,1,1,0,0,0
NM_012156,0,1,1,1,1,1,1,1
XR_171034,0,1,1,1,1,0,0,0
NM_024711,0,1,1,1,1,0,0,0
NR_024356,-1,1,1,1,1,0,0,0
NM_022910,0,1,1,1,1,1,0,0
NM_015987,0,1,1,1,1,0,0,0
NM_022733,0,1,1,1,1,0,0,0
NM_001190467,0,1,1,1,1,0,0,1
NR_003207,0,1,1,1,1,0,0,0
NM_032883,1,1,1,1,1,0,1,1
NM_001130861,0,1,1,1,1,0,0,0
NM_001257291,1,1,1,1,1,0,0,0
NM_001007156,0,1,1,1,1,0,0,0
NM_017831,0,1,1,1,1,0,0,0
XM_006715642,0,1,1,1,1,0,0,0
NM_198455,0,1,1,1,1,0,0,0
NM_000830,0,1,1,1,1,0,0,0
NM_021805,-1,1,1,1,1,0,-1,0
NM_014732,-1,1,1,1,1,1,0,1
NM_152487,0,1,1,1,1,0,0,0
NM_018944,0,1,1,1,1,0,0,0
NM_001007125,1,1,1,1,1,0,0,0
NM_015881,0,1,1,1,1,0,0,0
NM_001083961,0,1,1,1,1,-1,-1,-1
NM_004976,0,1,1,1,1,0,0,0
NM_203411,0,1,1,1,1,0,0,0
NM_003970,1,1,1,1,1,0,0,0
NM_198573,-1,1,1,1,1,0,0,0
NM_003459,0,1,1,1,1,0,0,0
NM_004469,0,1,1,1,1,0,0,0
NM_024111,1,1,1,1,1,-1,-1,-1
NM_173825,0,1,1,1,1,0,0,0
NM_004962,-1,1,1,1,1,0,0,0
NM_025248,0,1,1,1,1,0,0,0
NR_120595,0,1,1,1,1,0,0,0
NM_001190472,0,1,1,1,1,0,0,1
NM_178834,0,1,1,1,1,1,0,0
NM_014710,0,1,1,1,1,0,0,0
XR_424068,-1,1,1,1,1,0,0,0
NM_002080,0,1,1,1,1,0,0,0
NM_001025101,-1,1,1,1,1,0,0,0
NM_004901,0,1,1,1,1,0,0,0
NM_001161404,-1,1,1,1,1,0,0,0
NM_144962,0,1,1,1,1,0,0,0
NM_000738,0,1,1,1,1,0,0,0
NM_021956,0,1,1,1,1,0,0,0
NM_001694,0,1,1,1,1,0,1,0
NM_016609,-1,1,1,1,1,0,0,0
NR_003013,0,1,1,1,1,0,0,0
NM_032445,-1,1,1,1,1,0,0,0
NM_006242,0,1,1,1,1,0,0,0
NR_110546,0,1,1,1,1,0,0,0
NM_000238,0,1,1,1,1,0,0,0
NM_001102566,0,1,1,1,1,0,0,0
NM_003034,-1,1,1,1,1,0,0,0
NM_178122,0,1,1,1,1,0,0,0
NM_178040,0,1,1,1,1,0,0,0
NM_001010897,-1,1,1,1,1,0,0,0
NM_001127364,1,1,1,1,1,0,0,0
NM_014214,0,1,1,1,1,0,0,0
NM_005864,0,1,1,1,1,0,0,0
NM_000540,0,1,1,1,1,0,0,0
NM_021007,0,1,1,1,1,0,0,0
NM_001143959,1,1,1,1,1,0,0,0
NM_145306,1,1,1,1,1,0,0,0
NM_173828,0,1,1,1,1,0,0,0
NM_016453,0,1,1,1,1,0,0,0
NM_006486,-1,1,1,1,1,0,0,0
NM_005602,-1,1,1,1,1,0,0,0
