,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
NM_001197247,0,-1,-1,-1,-1,1,0,0
NM_015541,0,-1,-1,-1,-1,0,0,0
NM_017770,-1,-1,-1,-1,-1,0,0,0
NR_034081,0,-1,-1,-1,-1,0,0,0
NM_005422,0,-1,-1,-1,-1,0,0,0
NM_006243,0,-1,-1,-1,-1,0,0,0
NM_052929,0,-1,-1,-1,-1,1,0,1
XR_245804,0,-1,-1,-1,-1,0,0,0
NM_033124,0,-1,-1,-1,-1,0,0,0
NM_001082,0,-1,-1,-1,-1,0,0,0
NR_125820,0,-1,-1,-1,-1,0,0,0
NM_000660,0,-1,-1,-1,-1,0,0,0
NM_016122,0,-1,-1,-1,-1,0,0,0
NR_003033,0,-1,-1,-1,-1,0,0,0
NM_001242376,-1,-1,-1,-1,-1,0,0,0
NR_046228,0,-1,-1,-1,-1,0,0,0
NR_110453,1,-1,-1,-1,-1,-1,-1,0
XM_006709980,0,-1,-1,-1,-1,0,0,0
NM_001198542,-1,-1,-1,-1,-1,0,0,0
NM_007209,1,-1,-1,-1,-1,0,0,0
NM_024966,0,-1,-1,-1,-1,0,0,0
NM_020175,0,-1,-1,-1,-1,0,-1,0
NM_000777,0,-1,-1,-1,-1,0,0,0
NM_032119,0,-1,-1,-1,-1,0,0,0
NM_001554,1,-1,-1,-1,-1,0,0,0
NM_024590,1,-1,-1,-1,-1,0,0,0
NM_000975,0,-1,-1,-1,-1,0,1,0
NR_027706,0,-1,-1,-1,-1,0,0,0
NM_005524,0,-1,-1,-1,-1,0,0,0
NM_016274,0,-1,-1,-1,-1,0,0,0
NM_153214,0,-1,-1,-1,-1,0,0,0
NM_001130159,-1,-1,-1,-1,-1,0,0,0
NM_001039763,0,-1,-1,-1,-1,0,0,0
NM_144647,0,-1,-1,-1,-1,0,0,0
NM_001123,0,-1,-1,-1,-1,0,0,0
NM_002133,1,-1,-1,-1,-1,0,-1,-1
NM_004428,0,-1,-1,-1,-1,0,0,0
XR_159044,0,-1,-1,-1,-1,0,0,0
NM_144725,0,-1,-1,-1,-1,0,0,0
NM_078469,0,-1,-1,-1,-1,0,0,0
NM_207417,0,-1,-1,-1,-1,0,0,0
NM_006080,1,-1,-1,-1,-1,0,0,0
NM_001080411,0,-1,-1,-1,-1,0,0,0
NM_015832,0,-1,-1,-1,-1,0,0,0
NM_004417,0,-1,-1,-1,-1,0,0,0
NM_152688,0,-1,-1,-1,-1,0,0,0
NM_001035254,-1,-1,-1,-1,-1,0,0,0
NM_002546,1,-1,-1,-1,-1,0,0,0
NM_133443,0,-1,-1,-1,-1,-1,-1,0
NR_110757,0,-1,-1,-1,-1,0,0,0
NM_001402,0,-1,-1,-1,-1,0,0,-1
NM_004926,1,-1,-1,-1,-1,0,0,0
NM_214462,1,-1,-1,-1,-1,0,0,0
NR_027001,0,-1,-1,-1,-1,-1,-1,0
NR_103738,0,-1,-1,-1,-1,0,0,0
NM_001286361,0,-1,-1,-1,-1,0,0,0
NM_000765,0,-1,-1,-1,-1,0,0,0
NM_199235,-1,-1,-1,-1,-1,0,0,0
NM_001007176,0,-1,-1,-1,-1,0,0,0
NR_026731,-1,-1,-1,-1,-1,0,0,0
NM_198956,0,-1,-1,-1,-1,0,0,0
NR_045180,0,-1,-1,-1,-1,0,0,0
NM_004055,-1,-1,-1,-1,-1,0,0,1
NM_005345,0,-1,-1,-1,-1,0,0,0
NM_003428,0,-1,-1,-1,-1,0,0,0
NR_110419,0,-1,-1,-1,-1,0,0,0
NM_033542,0,-1,-1,-1,-1,0,0,0
NM_005338,0,-1,-1,-1,-1,0,0,0
NM_002926,0,-1,-1,-1,-1,0,0,0
NM_005221,0,-1,-1,-1,-1,1,0,1
NM_004126,-1,-1,-1,-1,-1,0,0,0
NM_019120,-1,-1,-1,-1,-1,1,0,1
NM_001009991,0,-1,-1,-1,-1,0,0,0
NM_018465,0,-1,-1,-1,-1,0,0,0
NM_032501,0,-1,-1,-1,-1,0,0,0
NM_005665,0,-1,-1,-1,-1,0,0,0
NM_018249,-1,-1,-1,-1,-1,0,0,0
NM_173615,0,-1,-1,-1,-1,0,0,0
NM_001267699,0,-1,-1,-1,-1,0,0,0
NR_026732,-1,-1,-1,-1,-1,0,0,0
NM_004529,0,-1,-1,-1,-1,0,0,0
NM_021143,0,-1,-1,-1,-1,0,0,0
NM_004760,1,-1,-1,-1,-1,0,0,0
NM_000992,0,-1,-1,-1,-1,0,0,0
NM_001781,0,-1,-1,-1,-1,0,0,0
NM_018243,-1,-1,-1,-1,-1,0,0,0
NM_001124,0,-1,-1,-1,-1,0,0,1
NM_000612,-1,-1,-1,-1,-1,0,0,0
NM_014631,0,-1,-1,-1,-1,-1,-1,-1
NM_001012502,0,-1,-1,-1,-1,0,0,0
NR_024101,0,-1,-1,-1,-1,0,0,0
NM_019886,0,-1,-1,-1,-1,0,0,0
NM_030920,0,-1,-1,-1,-1,0,0,-1
NM_144573,0,-1,-1,-1,-1,0,0,0
NM_018566,0,-1,-1,-1,-1,0,0,0
NM_018287,0,-1,-1,-1,-1,0,0,0
NM_001028,0,-1,-1,-1,-1,0,1,0
NM_144966,0,-1,-1,-1,-1,0,0,0
NM_152385,0,-1,-1,-1,-1,0,0,0
NM_001136007,0,-1,-1,-1,-1,0,0,0
NM_001040619,0,-1,-1,-1,-1,-1,0,-1
NM_004951,0,-1,-1,-1,-1,0,0,0
NM_032947,0,-1,-1,-1,-1,0,0,0
NR_039992,0,-1,-1,-1,-1,0,0,0
NM_001031806,0,-1,-1,-1,-1,0,0,0
NR_109909,-1,-1,-1,-1,-1,0,0,0
NM_145010,1,-1,-1,-1,-1,0,0,0
NM_018643,1,-1,-1,-1,-1,0,0,0
NR_026805,0,-1,-1,-1,-1,0,0,0
NM_145197,0,-1,-1,-1,-1,0,0,0
NM_173199,0,-1,-1,-1,-1,0,0,0
XR_244907,0,-1,-1,-1,-1,0,0,0
NR_003923,0,-1,-1,-1,-1,0,0,0
NR_110419,1,-1,-1,-1,-1,0,0,0
NM_001270974,-1,-1,-1,-1,-1,0,0,0
NR_038434,-1,-1,-1,-1,-1,0,0,0
NM_018076,0,-1,-1,-1,-1,0,0,0
NM_138363,0,-1,-1,-1,-1,0,0,0
NM_020649,0,-1,-1,-1,-1,0,0,0
NR_015447,-1,-1,-1,-1,-1,1,0,1
NR_037601,1,-1,-1,-1,-1,0,0,-1
NR_026646,0,-1,-1,-1,-1,0,0,0
NR_110094,0,-1,-1,-1,-1,0,0,0
NM_001300,0,-1,-1,-1,-1,0,0,0
NM_145017,0,-1,-1,-1,-1,0,0,0
NM_005276,-1,-1,-1,-1,-1,0,0,0
NM_003611,0,-1,-1,-1,-1,0,0,0
NM_014112,-1,-1,-1,-1,-1,1,0,0
NM_002249,-1,-1,-1,-1,-1,0,0,0
NM_005194,0,-1,-1,-1,-1,0,0,0
NM_001008215,0,-1,-1,-1,-1,0,0,0
NM_003742,0,-1,-1,-1,-1,0,0,0
NM_007018,0,-1,-1,-1,-1,0,0,0
NM_003866,1,-1,-1,-1,-1,0,0,1
NM_003890,1,-1,-1,-1,-1,0,0,0
NM_001259,-1,-1,-1,-1,-1,0,0,0
NM_014363,0,-1,-1,-1,-1,0,0,-1
NR_024284,0,-1,-1,-1,-1,0,0,0
NR_027795,0,-1,-1,-1,-1,0,0,0
NM_013257,-1,-1,-1,-1,-1,0,0,0
NM_001177388,-1,-1,-1,-1,-1,0,0,0
NM_024408,0,-1,-1,-1,-1,0,1,0
NM_014698,0,-1,-1,-1,-1,0,0,0
NM_144606,0,-1,-1,-1,-1,0,0,0
NR_000011,0,-1,-1,-1,-1,0,-1,0
NM_001000,0,-1,-1,-1,-1,0,1,0
NM_001127208,0,-1,-1,-1,-1,0,0,0
NM_001005,0,-1,-1,-1,-1,-1,0,0
NM_014039,0,-1,-1,-1,-1,0,0,0
