,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
NM_001008708,0,0,0,0,1,-1,0,-1
NM_138764,0,1,1,0,1,-1,0,-1
AK307831,0,0,1,0,1,-1,0,-1
NM_005080,0,-1,0,0,0,-1,0,-1
NM_032470,0,-1,0,1,-1,-1,0,-1
NR_126346,0,0,0,0,0,-1,0,-1
NM_002396,0,0,-1,0,1,-1,0,-1
NM_000057,-1,1,1,1,1,-1,0,-1
NM_002715,0,-1,0,0,1,-1,0,-1
AK026896,-1,-1,-1,0,-1,-1,0,-1
NM_016070,0,0,1,-1,0,-1,0,-1
NM_005573,0,-1,0,1,1,-1,0,-1
NM_006756,0,0,0,-1,0,-1,0,-1
NM_021095,0,0,1,0,0,-1,0,-1
NM_153223,0,-1,0,0,0,-1,0,-1
NM_145280,0,0,0,-1,1,-1,0,-1
NM_004295,-1,1,1,0,1,-1,0,-1
NM_005486,1,1,1,1,1,-1,0,-1
NM_006527,0,0,0,0,0,-1,0,-1
NM_005147,0,0,0,0,0,-1,0,-1
NR_103542,0,-1,-1,0,0,-1,0,-1
NM_018186,0,0,0,-1,0,-1,0,-1
NM_001237,0,0,1,0,0,-1,0,-1
NM_012111,0,-1,0,0,1,-1,0,-1
NM_014573,1,-1,0,0,0,-1,0,-1
NR_003031,0,-1,-1,0,0,-1,0,-1
NM_020127,1,1,0,1,1,-1,0,-1
NM_013417,0,-1,-1,0,0,-1,0,-1
NR_002734,1,0,0,0,0,-1,0,-1
NM_005566,1,-1,0,0,1,-1,0,-1
NM_134470,0,0,1,-1,1,-1,0,-1
NM_001286990,0,-1,0,-1,-1,-1,0,-1
NR_038380,0,-1,-1,0,0,-1,0,-1
NM_001040619,0,-1,-1,-1,-1,-1,0,-1
NR_003062,0,0,0,0,0,-1,0,-1
NM_001017420,0,1,1,0,1,-1,0,-1
NM_001080425,0,1,1,1,1,-1,0,-1
NM_031370,0,0,0,1,0,-1,0,-1
NM_000135,0,0,1,0,0,-1,0,-1
NM_152522,0,-1,0,-1,-1,-1,0,-1
NM_001114,0,0,1,-1,0,-1,0,-1
NM_014777,0,0,0,-1,0,-1,0,-1
NM_016045,0,-1,-1,-1,0,-1,0,-1
NM_003686,1,0,1,0,1,-1,0,-1
NR_026873,0,-1,-1,0,0,-1,0,-1
NM_152341,0,1,1,1,0,-1,0,-1
BC039342,0,-1,0,-1,0,-1,0,-1
NM_152546,0,-1,-1,-1,0,-1,0,-1
NM_199357,0,0,0,0,1,-1,0,-1
NM_018667,-1,1,1,1,1,-1,0,-1
NM_024908,0,0,0,0,0,-1,0,-1
NM_002180,0,-1,-1,0,0,-1,0,-1
BX647890,0,-1,-1,0,0,-1,0,-1
NR_033856,0,0,0,0,1,-1,0,-1
NM_033035,-1,0,0,0,0,-1,0,-1
NM_005574,1,0,-1,-1,-1,-1,0,-1
NM_014855,0,0,0,0,0,-1,0,-1
NM_004523,1,0,1,-1,1,-1,0,-1
NM_002873,0,0,0,-1,0,-1,0,-1
NM_031921,0,0,-1,0,1,-1,0,-1
NM_002915,0,0,0,0,1,-1,0,-1
XM_006712170,0,1,0,0,1,-1,0,-1
NM_005189,1,-1,0,-1,-1,-1,0,-1
NM_005850,0,0,0,-1,1,-1,0,-1
NM_005126,0,0,0,1,0,-1,0,-1
NM_018097,0,0,0,-1,0,-1,0,-1
NM_001190972,-1,-1,-1,-1,-1,-1,0,-1
NM_002520,0,-1,0,0,1,-1,0,-1
NM_031453,0,1,-1,0,0,-1,0,-1
NM_173083,0,0,0,0,0,-1,0,-1
NM_014409,0,0,-1,0,1,-1,0,-1
NM_004563,0,0,0,0,0,-1,0,-1
NM_001032363,0,-1,-1,1,1,-1,0,-1
NM_003511,0,1,1,-1,1,-1,0,-1
NM_018132,-1,-1,0,-1,0,-1,0,-1
NM_020531,0,-1,0,0,1,-1,0,-1
XR_424313,-1,1,0,0,0,-1,0,-1
NM_005916,0,0,0,0,1,-1,0,-1
NM_001786,0,0,1,-1,1,-1,0,-1
NM_022111,0,0,0,0,0,-1,0,-1
BC015772,0,0,0,0,-1,-1,0,-1
NM_015655,0,-1,-1,1,-1,-1,0,-1
NM_003509,0,1,1,0,1,-1,0,-1
NM_001042517,0,0,1,-1,1,-1,0,-1
NM_138689,1,-1,0,-1,0,-1,0,-1
XR_171111,1,-1,-1,-1,0,-1,0,-1
NM_001301228,1,0,0,-1,1,-1,0,-1
NM_032290,0,-1,-1,1,-1,-1,0,-1
NM_207042,0,0,-1,0,1,-1,0,-1
NM_020242,0,-1,1,-1,1,-1,0,-1
NR_003098,0,-1,-1,1,0,-1,0,-1
NM_002466,0,0,1,0,1,-1,0,-1
NM_080737,-1,1,-1,0,1,-1,0,-1
NR_033977,0,0,0,0,-1,-1,0,-1
NM_003173,0,1,0,0,1,-1,0,-1
NM_022909,0,-1,1,-1,1,-1,0,-1
NM_005047,0,-1,-1,-1,-1,-1,0,-1
NM_014394,0,1,0,1,0,-1,0,-1
NM_001014765,0,1,1,1,0,-1,0,-1
NM_022482,0,0,0,0,0,-1,0,-1
NM_017495,0,0,0,0,-1,-1,0,-1
NM_006838,0,0,-1,0,0,-1,0,-1
BC031359,-1,-1,-1,1,-1,-1,0,-1
NM_017613,0,0,1,0,0,-1,0,-1
NM_001006617,1,-1,-1,-1,0,-1,0,-1
NM_020185,0,0,0,-1,-1,-1,0,-1
NR_040245,0,-1,0,0,1,-1,0,-1
NM_005530,0,1,0,1,0,-1,0,-1
NM_003522,0,0,0,-1,-1,-1,0,-1
NM_003276,0,0,0,0,1,-1,0,-1
NM_001287585,0,-1,0,0,0,-1,0,-1
NM_000745,0,0,0,0,0,-1,0,-1
NM_001290050,0,0,-1,-1,-1,-1,0,-1
NM_006537,0,-1,-1,0,0,-1,0,-1
NM_001142522,1,-1,1,-1,0,-1,0,-1
NM_001031628,1,0,0,0,1,-1,0,-1
NM_022490,1,-1,0,0,0,-1,0,-1
NM_001008393,0,-1,0,-1,0,-1,0,-1
NR_002746,0,-1,-1,-1,0,-1,0,-1
NM_003073,0,-1,-1,-1,0,-1,0,-1
NM_000878,-1,0,0,0,1,-1,0,-1
NM_006745,1,-1,-1,-1,0,-1,0,-1
NM_015440,0,0,0,0,0,-1,0,-1
NM_014285,0,-1,0,0,0,-1,0,-1
NM_170681,0,0,0,0,0,-1,0,-1
NM_001039702,0,0,0,0,0,-1,0,-1
NM_001282416,0,0,0,0,0,-1,0,-1
NM_001195243,1,1,1,0,0,-1,0,-1
NM_013372,0,0,0,1,1,-1,0,-1
NR_004399,0,-1,0,-1,0,-1,0,-1
NM_024619,0,0,0,0,0,-1,0,-1
NM_139178,0,-1,0,0,0,-1,0,-1
XR_424749,0,0,-1,0,0,-1,0,-1
NM_006353,0,0,0,-1,0,-1,0,-1
NM_001826,0,-1,0,-1,0,-1,0,-1
NM_022720,0,0,0,0,1,-1,0,-1
NM_020698,-1,1,-1,1,1,-1,0,-1
NM_001004317,0,1,0,0,0,-1,0,-1
NM_003655,0,-1,-1,-1,-1,-1,0,-1
NM_022836,0,0,0,0,0,-1,0,-1
NM_001301043,-1,0,-1,0,-1,-1,0,-1
NM_022145,0,0,0,-1,1,-1,0,-1
NM_013290,0,0,1,0,1,-1,0,-1
NM_001278458,0,-1,-1,-1,-1,-1,0,-1
NM_006479,0,0,0,0,1,-1,0,-1
NR_110646,0,0,0,0,0,-1,0,-1
NM_001281932,0,0,0,0,1,-1,0,-1
NM_031956,0,-1,0,-1,-1,-1,0,-1
NM_207578,-1,0,-1,0,-1,-1,0,-1
NM_003533,0,0,1,-1,1,-1,0,-1
NM_003318,0,0,1,0,1,-1,0,-1
NM_024713,0,0,0,0,0,-1,0,-1
NM_001242480,0,-1,-1,-1,0,-1,0,-1
NM_005517,0,0,0,0,-1,-1,0,-1
BG987537,0,-1,-1,-1,0,-1,0,-1
NM_016052,0,-1,0,-1,0,-1,0,-1
NM_175617,-1,1,0,1,1,-1,0,-1
AK123661,-1,1,-1,1,1,-1,0,-1
NM_018685,0,-1,-1,0,-1,-1,0,-1
NM_198468,0,-1,0,-1,0,-1,0,-1
NM_014901,0,-1,0,0,-1,-1,0,-1
NM_024037,0,0,1,1,1,-1,0,-1
NM_017542,0,0,0,-1,0,-1,0,-1
NM_199054,0,1,1,1,0,-1,0,-1
NM_001024209,0,0,0,0,0,-1,0,-1
AK002193,0,0,0,0,1,-1,0,-1
XM_006720935,0,-1,0,0,1,-1,0,-1
NM_001912,0,0,0,-1,0,-1,0,-1
NM_172236,0,0,0,-1,0,-1,0,-1
NM_181558,0,0,0,0,1,-1,0,-1
NM_017669,0,0,0,0,0,-1,0,-1
NM_015434,0,0,-1,-1,0,-1,0,-1
NM_133330,0,0,0,0,0,-1,0,-1
NM_024860,0,-1,0,1,-1,-1,0,-1
NM_001257995,0,0,0,1,1,-1,0,-1
NM_004755,-1,-1,-1,1,-1,-1,0,-1
NM_031942,0,0,-1,0,0,-1,0,-1
NM_017518,0,0,0,0,1,-1,0,-1
NM_024680,1,-1,0,-1,0,-1,0,-1
AK057177,0,1,1,1,0,-1,0,-1
NR_038448,0,0,1,0,1,-1,0,-1
NM_002692,0,0,1,0,1,-1,0,-1
NM_181425,0,0,0,-1,0,-1,0,-1
NM_005947,-1,0,0,0,1,-1,0,-1
NM_001205206,0,0,0,0,0,-1,0,-1
NR_033711,0,0,0,0,0,-1,0,-1
NM_005988,0,0,0,0,0,-1,0,-1
NM_002840,1,-1,-1,-1,-1,-1,0,-1
NM_004446,0,0,-1,0,1,-1,0,-1
NM_182751,0,0,1,0,1,-1,0,-1
NM_000903,0,0,1,0,1,-1,0,-1
NR_024052,0,-1,-1,-1,0,-1,0,-1
NM_001003827,0,0,0,-1,-1,-1,0,-1
NM_001032296,0,0,0,0,0,-1,0,-1
NM_007266,1,-1,0,-1,0,-1,0,-1
NM_019014,0,0,0,-1,0,-1,0,-1
NM_001287821,0,-1,0,-1,1,-1,0,-1
NM_014429,0,0,0,0,0,-1,0,-1
NM_014264,0,0,0,0,1,-1,0,-1
NM_144649,0,0,-1,0,0,-1,0,-1
NM_024616,1,0,0,0,1,-1,0,-1
NM_005520,0,-1,0,0,0,-1,0,-1
NM_138555,0,0,1,-1,1,-1,0,-1
NM_003329,0,0,0,0,0,-1,0,-1
NM_024017,0,0,0,0,0,-1,0,-1
NM_001282690,0,0,-1,-1,0,-1,0,-1
NM_006325,0,0,1,0,1,-1,0,-1
XM_006722594,0,0,1,0,1,-1,0,-1
NM_024625,0,0,-1,-1,0,-1,0,-1
NM_007235,0,-1,-1,-1,1,-1,0,-1
NM_020715,-1,0,0,1,0,-1,0,-1
NM_022817,-1,0,-1,1,0,-1,0,-1
NM_018424,1,1,1,1,0,-1,0,-1
NM_021129,1,-1,-1,0,0,-1,0,-1
NM_170589,0,0,1,-1,1,-1,0,-1
NM_002771,0,1,0,1,1,-1,0,-1
NM_018441,0,0,1,0,0,-1,0,-1
NM_018976,0,0,0,0,1,-1,0,-1
NM_182643,0,-1,-1,-1,-1,-1,0,-1
NM_003390,0,-1,-1,-1,-1,-1,0,-1
NM_000251,-1,0,1,0,0,-1,0,-1
XR_244383,0,-1,1,0,1,-1,0,-1
NM_001172415,1,0,0,0,1,-1,0,-1
NM_032834,0,0,0,0,0,-1,0,-1
NM_178496,-1,1,0,1,1,-1,0,-1
NM_001033081,-1,1,1,0,0,-1,0,-1
NM_004900,1,0,1,0,1,-1,0,-1
NM_001346,-1,1,0,1,1,-1,0,-1
NM_017421,0,0,1,1,1,-1,0,-1
NM_001198799,0,0,0,0,0,-1,0,-1
NM_021129,1,-1,-1,0,0,-1,0,-1
NR_033856,0,0,-1,0,0,-1,0,-1
NM_001290261,0,-1,-1,0,-1,-1,0,-1
NM_000534,0,-1,0,0,0,-1,0,-1
NM_001004356,0,-1,-1,0,-1,-1,0,-1
NM_016195,0,0,0,0,1,-1,0,-1
NM_022753,0,0,0,0,0,-1,0,-1
NM_001789,0,0,0,0,1,-1,0,-1
XR_424315,-1,1,0,0,0,-1,0,-1
NM_199420,0,0,1,0,1,-1,0,-1
NM_003535,0,0,1,-1,0,-1,0,-1
NM_014226,0,-1,-1,-1,-1,-1,0,-1
NR_033711,0,0,0,0,0,-1,0,-1
NM_012155,0,0,0,1,0,-1,0,-1
BC038733,0,-1,-1,-1,0,-1,0,-1
NM_021229,-1,1,0,0,1,-1,0,-1
NM_001011663,0,-1,-1,0,0,-1,0,-1
NM_025004,0,-1,-1,-1,-1,-1,0,-1
NM_001821,0,0,-1,-1,0,-1,0,-1
NM_024323,0,-1,0,-1,1,-1,0,-1
BC013229,0,0,0,0,1,-1,0,-1
NM_052940,0,0,0,-1,0,-1,0,-1
NM_002485,0,-1,-1,-1,0,-1,0,-1
NM_017723,1,0,0,0,0,-1,0,-1
NM_033417,0,0,1,0,1,-1,0,-1
NM_152446,0,-1,-1,0,0,-1,0,-1
NM_194255,0,0,1,0,1,-1,0,-1
NM_006389,0,0,0,0,1,-1,0,-1
NM_001252668,0,0,-1,-1,0,-1,0,-1
NR_001296,0,1,0,1,1,-1,0,-1
